zdish_id,name,cuisine,ingredients,ingredient_count,cooking_time,difficulty,rating,calories,servings,spicy,sweet,sour,salty,umami,fresh,creamy,smoky,diet_type,meal_type,region,description
768,Water Spinach Ice Cream,Indian,"water spinach, milk, sugar, cream, cardamom",5,360,Hard,2.8,125,4,0,2,0,0,1,4,2,0,Vegetarian,Dessert,Modern Indian,Mild water spinach ice cream
769,Lettuce Ice Cream,Indian,"lettuce, milk, sugar, cream, mint",5,360,Hard,2.5,120,4,0,2,0,0,1,4,3,0,Vegetarian,Dessert,Modern Indian,Fresh lettuce ice cream
770,Cabbage Ice Cream,Indian,"cabbage, milk, sugar, cream, vanilla",5,360,Hard,2.4,115,4,0,2,0,0,1,3,2,0,Vegetarian,Dessert,Modern Indian,Unusual cabbage ice cream
771,Cauliflower Ice Cream,Indian,"cauliflower, milk, sugar, cream, cardamom",5,360,Hard,2.6,130,4,0,2,0,0,1,3,3,0,Vegetarian,Dessert,Modern Indian,Mild cauliflower ice cream
772,Broccoli Ice Cream,Indian,"broccoli, milk, sugar, cream, mint",5,360,Hard,2.3,125,4,0,2,0,0,1,4,2,0,Vegetarian,Dessert,Modern Indian,Green broccoli ice cream
773,Brussels Sprouts Ice Cream,Indian,"brussels sprouts, milk, sugar, cream, honey",5,360,Hard,2.1,120,4,0,2,0,0,1,3,2,0,Vegetarian,Dessert,Modern Indian,Bitter brussels sprouts ice cream
774,Asparagus Ice Cream,Indian,"asparagus, milk, sugar, cream, lemon",5,360,Hard,2.7,110,4,0,2,1,0,1,4,2,0,Vegetarian,Dessert,Modern Indian,Delicate asparagus ice cream
775,Artichoke Ice Cream,Indian,"artichokes, milk, sugar, cream, herbs",5,360,Hard,2.5,135,4,0,2,0,0,1,3,2,0,Vegetarian,Dessert,Modern Indian,Unique artichoke ice cream
776,Fennel Ice Cream,Indian,"fennel bulbs, milk, sugar, cream, cardamom",5,360,Hard,3.4,140,4,1,3,0,0,1,4,3,0,Vegetarian,Dessert,South India,Anise-flavored fennel ice cream
777,Celery Ice Cream,Indian,"celery, milk, sugar, cream, mint",5,360,Hard,2.2,105,4,0,2,0,0,1,4,2,0,Vegetarian,Dessert,Modern Indian,Fresh celery ice cream
778,Leek Ice Cream,Indian,"leeks, milk, sugar, cream, herbs",5,360,Hard,2.4,115,4,0,2,0,0,1,3,2,0,Vegetarian,Dessert,Modern Indian,Mild leek ice cream
779,Spring Onion Ice Cream,Indian,"spring onions, milk, sugar, cream, ginger",5,360,Hard,2.6,110,4,1,2,0,0,1,4,2,0,Vegetarian,Dessert,Modern Indian,Sharp spring onion ice cream
780,Garlic Ice Cream,Indian,"roasted garlic, milk, sugar, cream, herbs",5,360,Hard,3,125,4,2,2,0,0,1,3,2,0,Vegetarian,Dessert,Modern Indian,Roasted garlic ice cream
781,Onion Ice Cream,Indian,"caramelized onions, milk, sugar, cream",4,360,Hard,2.8,140,4,0,3,0,0,1,2,3,0,Vegetarian,Dessert,Modern Indian,Sweet caramelized onion ice cream
782,Shallot Ice Cream,Indian,"shallots, milk, sugar, cream, thyme",5,360,Hard,2.5,120,4,1,2,0,0,1,3,2,0,Vegetarian,Dessert,Modern Indian,Mild shallot ice cream
783,Ginger Ice Cream,Indian,"fresh ginger, milk, sugar, cream, cardamom",5,360,Hard,3.8,130,4,3,3,0,0,1,3,3,0,Vegetarian,Dessert,North India,Spicy ginger ice cream
784,Turmeric Ice Cream,Indian,"fresh turmeric, milk, sugar, cream, black pepper",5,360,Hard,3.1,125,4,2,2,0,0,1,2,3,0,Vegetarian,Dessert,South India,Golden turmeric ice cream
785,Galangal Ice Cream,Indian,"galangal, milk, sugar, cream, lime",5,360,Hard,3.3,135,4,2,2,1,0,1,3,2,0,Vegetarian,Dessert,South India,Aromatic galangal ice cream
786,Horseradish Ice Cream,Indian,"horseradish, milk, sugar, cream, mint",5,360,Hard,2.9,120,4,3,1,0,0,1,4,2,0,Vegetarian,Dessert,Modern Indian,Pungent horseradish ice cream
787,Wasabi Ice Cream,Indian,"wasabi, milk, sugar, cream, cucumber",5,360,Hard,2.7,115,4,4,1,0,0,1,4,2,0,Vegetarian,Dessert,Fusion,Spicy wasabi ice cream
788,Radish Ice Cream,Indian,"radish, milk, sugar, cream, mint",5,360,Hard,2.4,110,4,2,2,0,0,1,4,2,0,Vegetarian,Dessert,Modern Indian,Peppery radish ice cream
789,Turnip Ice Cream,Indian,"turnips, milk, sugar, cream, honey",5,360,Hard,2.3,115,4,1,3,0,0,1,3,2,0,Vegetarian,Dessert,Modern Indian,Sweet turnip ice cream
790,Beetroot Ice Cream,Indian,"beetroot, milk, sugar, cream, cardamom",5,360,Hard,3.6,145,4,0,4,0,0,1,3,3,0,Vegetarian,Dessert,North India,Earthy beetroot ice cream
791,Carrot Ice Cream,Indian,"carrots, milk, sugar, cream, cardamom",5,360,Hard,4.2,160,4,0,4,0,0,1,3,4,0,Vegetarian,Dessert,North India,Sweet carrot ice cream
792,Sweet Potato Ice Cream,Indian,"sweet potatoes, milk, sugar, cream, cinnamon",5,360,Hard,3.9,180,4,0,4,0,0,1,3,3,0,Vegetarian,Dessert,South India,Creamy sweet potato ice cream
793,Potato Ice Cream,Indian,"potatoes, milk, sugar, cream, vanilla",5,360,Hard,3.1,150,4,0,3,0,0,1,3,3,0,Vegetarian,Dessert,Modern Indian,Starchy potato ice cream
794,Yam Ice Cream,Indian,"yam, milk, sugar, cream, cardamom",5,360,Hard,3.2,170,4,0,3,0,0,1,3,3,0,Vegetarian,Dessert,South India,Purple yam ice cream
795,Taro Ice Cream,Indian,"taro root, milk, sugar, cream, coconut",5,360,Hard,3.4,185,4,0,3,0,0,1,3,4,0,Vegetarian,Dessert,South India,Nutty taro ice cream
796,Cassava Ice Cream,Indian,"cassava, milk, sugar, cream, vanilla",5,360,Hard,3.3,175,4,0,3,0,0,1,3,3,0,Vegetarian,Dessert,South India,Starchy cassava ice cream
797,Water Chestnut Ice Cream,Indian,"water chestnuts, milk, sugar, cream, rose water",5,360,Hard,3.5,140,4,0,3,0,0,1,3,3,0,Vegetarian,Dessert,North India,Crunchy water chestnut ice cream
798,Lotus Root Ice Cream,Indian,"lotus root, milk, sugar, cream, cardamom",5,360,Hard,3.1,135,4,0,2,0,0,1,3,2,0,Vegetarian,Dessert,Kashmir,Unique lotus root ice cream
799,Jerusalem Artichoke Ice Cream,Indian,"jerusalem artichokes, milk, sugar, cream, thyme",5,360,Hard,2.8,130,4,0,2,0,0,1,3,2,0,Vegetarian,Dessert,Modern Indian,Nutty jerusalem artichoke ice cream
800,Jicama Ice Cream,Indian,"jicama, milk, sugar, cream, lime",5,360,Hard,2.9,120,4,0,2,1,0,1,4,2,0,Vegetarian,Dessert,Modern Indian,Crisp jicama ice cream
801,Parsnip Ice Cream,Indian,"parsnips, milk, sugar, cream, nutmeg",5,360,Hard,3,140,4,0,3,0,0,1,3,3,0,Vegetarian,Dessert,Modern Indian,Sweet parsnip ice cream
802,Rutabaga Ice Cream,Indian,"rutabaga, milk, sugar, cream, ginger",5,360,Hard,2.7,125,4,1,2,0,0,1,3,2,0,Vegetarian,Dessert,Modern Indian,Peppery rutabaga ice cream
803,Kohlrabi Ice Cream,Indian,"kohlrabi, milk, sugar, cream, mint",5,360,Hard,2.9,115,4,0,2,0,0,1,4,2,0,Vegetarian,Dessert,Kashmir,Mild kohlrabi ice cream
804,Daikon Ice Cream,Indian,"daikon radish, milk, sugar, cream, ginger",5,360,Hard,2.6,110,4,2,2,0,0,1,3,2,0,Vegetarian,Dessert,Modern Indian,Sharp daikon ice cream
805,Bamboo Shoots Ice Cream,Indian,"bamboo shoots, milk, sugar, cream, lemon",5,360,Hard,2.5,105,4,0,2,1,0,1,4,2,0,Vegetarian,Dessert,Northeast India,Tender bamboo shoots ice cream
806,Bean Sprouts Ice Cream,Indian,"bean sprouts, milk, sugar, cream, mint",5,360,Hard,2.3,100,4,0,2,0,0,1,4,2,0,Vegetarian,Dessert,Modern Indian,Crunchy sprouts ice cream
807,Alfalfa Ice Cream,Indian,"alfalfa sprouts, milk, sugar, cream, honey",5,360,Hard,2.2,95,4,0,3,0,0,1,4,2,0,Vegetarian,Dessert,Modern Indian,Nutritious alfalfa ice cream
808,Wheat Grass Ice Cream,Indian,"wheat grass juice, milk, sugar, cream, lemon",5,360,Hard,2.4,90,4,0,2,2,0,1,4,2,0,Vegetarian,Dessert,Modern Indian,Healthy wheatgrass ice cream
809,Barley Grass Ice Cream,Indian,"barley grass juice, milk, sugar, cream, mint",5,360,Hard,2.3,85,4,0,2,1,0,1,4,2,0,Vegetarian,Dessert,Modern Indian,Nutritious barley grass ice cream
810,Spirulina Ice Cream,Indian,"spirulina powder, milk, sugar, cream, vanilla",5,360,Hard,2.1,110,4,0,2,0,0,1,3,3,0,Vegetarian,Dessert,Modern Indian,Superfood spirulina ice cream
811,Chlorella Ice Cream,Indian,"chlorella powder, milk, sugar, cream, mint",5,360,Hard,2,105,4,0,2,0,0,1,4,2,0,Vegetarian,Dessert,Modern Indian,Algae chlorella ice cream
812,Seaweed Ice Cream,Indian,"seaweed, milk, sugar, cream, lime",5,360,Hard,1.9,100,4,0,1,2,1,1,4,2,0,Vegetarian,Dessert,Modern Indian,Ocean seaweed ice cream
813,Mushroom Ice Cream,Indian,"mushrooms, milk, sugar, cream, herbs",5,360,Hard,2.8,120,4,0,2,0,1,1,3,2,0,Vegetarian,Dessert,Modern Indian,Earthy mushroom ice cream
814,Shiitake Ice Cream,Indian,"shiitake mushrooms, milk, sugar, cream, soy sauce",5,360,Hard,2.6,115,4,0,1,1,2,1,3,2,0,Vegetarian,Dessert,Fusion,Umami shiitake ice cream
815,Oyster Mushroom Ice Cream,Indian,"oyster mushrooms, milk, sugar, cream, thyme",5,360,Hard,2.5,110,4,0,2,0,1,1,3,2,0,Vegetarian,Dessert,Modern Indian,Delicate oyster mushroom ice cream
816,Button Mushroom Ice Cream,Indian,"button mushrooms, milk, sugar, cream, parsley",5,360,Hard,2.7,108,4,0,2,0,1,1,4,2,0,Vegetarian,Dessert,Modern Indian,Mild button mushroom ice cream
817,Portobello Ice Cream,Indian,"portobello mushrooms, milk, sugar, cream, garlic",5,360,Hard,2.4,125,4,0,2,0,1,1,3,2,0,Vegetarian,Dessert,Modern Indian,Meaty portobello ice cream
818,Enoki Ice Cream,Indian,"enoki mushrooms, milk, sugar, cream, ginger",5,360,Hard,2.2,95,4,1,2,0,1,1,3,2,0,Vegetarian,Dessert,Fusion,Delicate enoki ice cream
819,Morel Ice Cream,Indian,"morel mushrooms, milk, sugar, cream, wine",5,360,Hard,3.2,140,4,0,3,0,1,1,3,3,0,Vegetarian,Dessert,Kashmir,Premium morel ice cream
820,Chanterelle Ice Cream,Indian,"chanterelle mushrooms, milk, sugar, cream, herbs",5,360,Hard,2.9,135,4,0,2,0,1,1,3,3,0,Vegetarian,Dessert,Kashmir,Golden chanterelle ice cream
821,Porcini Ice Cream,Indian,"porcini mushrooms, milk, sugar, cream, truffle oil",5,360,Hard,3.1,150,4,0,3,0,1,1,3,4,0,Vegetarian,Dessert,Modern Indian,Luxurious porcini ice cream
822,Maitake Ice Cream,Indian,"maitake mushrooms, milk, sugar, cream, soy sauce",5,360,Hard,2.7,125,4,0,2,1,1,1,3,2,0,Vegetarian,Dessert,Fusion,Medicinal maitake ice cream
823,Reishi Ice Cream,Indian,"reishi mushrooms, milk, sugar, cream, ginger",5,360,Hard,2.5,120,4,1,2,0,1,1,3,2,0,Vegetarian,Dessert,Modern Indian,Healing reishi ice cream
824,Cordyceps Ice Cream,Indian,"cordyceps powder, milk, sugar, cream, honey",5,360,Hard,2.3,115,4,0,3,0,1,1,2,3,0,Vegetarian,Dessert,Modern Indian,Energizing cordyceps ice cream
825,Lion's Mane Ice Cream,Indian,"lion's mane mushrooms, milk, sugar, cream, vanilla",5,360,Hard,2.6,118,4,0,2,0,1,1,3,3,0,Vegetarian,Dessert,Modern Indian,Brain-boosting lion's mane ice cream
826,Chaga Ice Cream,Indian,"chaga powder, milk, sugar, cream, cinnamon",5,360,Hard,2.4,110,4,1,2,0,1,1,2,3,0,Vegetarian,Dessert,Modern Indian,Antioxidant chaga ice cream
827,Turkey Tail Ice Cream,Indian,"turkey tail powder, milk, sugar, cream, mint",5,360,Hard,2.2,105,4,0,2,0,1,1,4,2,0,Vegetarian,Dessert,Modern Indian,Immune-boosting turkey tail ice cream
828,Ashwagandha Ice Cream,Indian,"ashwagandha powder, milk, sugar, cream, cardamom",5,360,Hard,3.3,140,4,1,3,0,0,1,2,3,0,Vegetarian,Dessert,Ayurvedic,Adaptogenic ashwagandha ice cream
829,Brahmi Ice Cream,Indian,"brahmi extract, milk, sugar, cream, honey",5,360,Hard,3.1,130,4,0,3,0,0,1,3,3,0,Vegetarian,Dessert,Ayurvedic,Memory-enhancing brahmi ice cream
830,Shankhpushpi Ice Cream,Indian,"shankhpushpi extract, milk, sugar, cream, rose water",5,360,Hard,2.9,125,4,0,3,0,0,1,3,3,0,Vegetarian,Dessert,Ayurvedic,Brain tonic shankhpushpi ice cream
831,Mandukaparni Ice Cream,Indian,"mandukaparni leaves, milk, sugar, cream, mint",5,360,Hard,2.7,120,4,0,2,0,0,1,4,2,0,Vegetarian,Dessert,Ayurvedic,Nervine mandukaparni ice cream
832,Jatamansi Ice Cream,Indian,"jatamansi powder, milk, sugar, cream, lavender",5,360,Hard,2.8,115,4,0,2,0,0,1,3,3,0,Vegetarian,Dessert,Ayurvedic,Calming jatamansi ice cream
833,Saraswatarishta Ice Cream,Indian,"saraswatarishta, milk, sugar, cream, cardamom",6,360,Hard,3.2,135,4,1,3,0,0,1,2,3,0,Vegetarian,Dessert,Ayurvedic,Medicated saraswatarishta ice cream
834,Chyawanprash Ice Cream,Indian,"chyawanprash, milk, sugar, cream, nuts",6,360,Hard,3.5,160,4,1,4,0,0,1,2,4,0,Vegetarian,Dessert,Ayurvedic,Immunity-boosting chyawanprash ice cream
835,Triphala Ice Cream,Indian,"triphala powder, milk, sugar, cream, honey",5,360,Hard,2.6,125,4,0,3,2,0,1,3,3,0,Vegetarian,Dessert,Ayurvedic,Digestive triphala ice cream
836,Guduchi Ice Cream,Indian,"guduchi extract, milk, sugar, cream, ginger",5,360,Hard,2.8,120,4,1,2,0,0,1,3,2,0,Vegetarian,Dessert,Ayurvedic,Immune guduchi ice cream
837,Neem Ice Cream,Indian,"neem leaves, milk, sugar, cream, mint",5,360,Hard,2.1,110,4,1,1,1,0,1,4,2,0,Vegetarian,Dessert,Ayurvedic,Purifying neem ice cream
838,Tulsi Ice Cream,Indian,"holy basil leaves, milk, sugar, cream, cardamom",5,360,Hard,3.4,130,4,1,3,0,0,1,4,3,0,Vegetarian,Dessert,Ayurvedic,Sacred tulsi ice cream
839,Giloy Ice Cream,Indian,"giloy extract, milk, sugar, cream, honey",5,360,Hard,2.9,125,4,0,3,0,0,1,3,3,0,Vegetarian,Dessert,Ayurvedic,Fever-reducing giloy ice cream
840,Arjuna Ice Cream,Indian,"arjuna bark powder, milk, sugar, cream, rose water",5,360,Hard,2.7,120,4,0,2,0,0,1,3,3,0,Vegetarian,Dessert,Ayurvedic,Heart-healthy arjuna ice cream
841,Punarnava Ice Cream,Indian,"punarnava extract, milk, sugar, cream, mint",5,360,Hard,2.5,115,4,0,2,0,0,1,4,2,0,Vegetarian,Dessert,Ayurvedic,Kidney-supporting punarnava ice cream
842,Bhumyamalaki Ice Cream,Indian,"bhumyamalaki powder, milk, sugar, cream, lemon",5,360,Hard,2.3,110,4,0,2,2,0,1,4,2,0,Vegetarian,Dessert,Ayurvedic,Liver-protecting bhumyamalaki ice cream
843,Kalmegh Ice Cream,Indian,"kalmegh extract, milk, sugar, cream, ginger",5,360,Hard,2,105,4,2,1,1,0,1,3,2,0,Vegetarian,Dessert,Ayurvedic,Bitter kalmegh ice cream
844,Chirayata Ice Cream,Indian,"chirayata powder, milk, sugar, cream, mint",5,360,Hard,2.2,108,4,1,2,1,0,1,4,2,0,Vegetarian,Dessert,Ayurvedic,Digestive chirayata ice cream
845,Kutki Ice Cream,Indian,"kutki powder, milk, sugar, cream, honey",5,360,Hard,2.4,112,4,1,3,1,0,1,3,3,0,Vegetarian,Dessert,Ayurvedic,Liver tonic kutki ice cream
846,Bhringraj Ice Cream,Indian,"bhringraj extract, milk, sugar, cream, coconut",5,360,Hard,2.6,118,4,0,2,0,0,1,3,3,0,Vegetarian,Dessert,Ayurvedic,Hair-nourishing bhringraj ice cream
847,Japa Kusuma Ice Cream,Indian,"hibiscus petals, milk, sugar, cream, rose water",5,360,Hard,3.1,125,4,0,3,1,0,1,4,3,0,Vegetarian,Dessert,Ayurvedic,Floral hibiscus ice cream
848,Amalaki Ice Cream,Indian,"amla powder, milk, sugar, cream, honey",5,360,Hard,3.3,135,4,0,3,3,0,1,4,3,0,Vegetarian,Dessert,Ayurvedic,Vitamin C rich amalaki ice cream
849,Bibhitaki Ice Cream,Indian,"bibhitaki powder, milk, sugar, cream, cardamom",5,360,Hard,2.8,122,4,0,2,1,0,1,3,3,0,Vegetarian,Dessert,Ayurvedic,Cleansing bibhitaki ice cream
850,Haritaki Ice Cream,Indian,"haritaki powder, milk, sugar, cream, ginger",5,360,Hard,2.5,115,4,1,2,2,0,1,3,2,0,Vegetarian,Dessert,Ayurvedic,Digestive haritaki ice cream
851,Bael Sherbet,Indian,"bael pulp, sugar, water, black salt, mint",5,30,Easy,4.2,180,4,0,3,1,2,1,4,1,0,Vegetarian,Drink,North India,Cooling bael fruit drink
852,Aam Panna,Indian,"raw mangoes, sugar, mint, black salt, water",5,20,Easy,4.6,160,4,0,3,3,2,1,4,1,0,Vegetarian,Drink,North India,Green mango summer drink
853,Kokum Sherbet,Indian,"kokum, sugar, water, black salt, mint",5,15,Easy,4.3,120,4,0,2,4,2,1,4,1,0,Vegetarian,Drink,Konkan,Purple kokum cooling drink
854,Sattu Drink,Indian,"roasted gram flour, water, lemon, salt, mint",5,10,Easy,4.1,200,4,1,1,2,2,2,4,1,0,Vegetarian,Drink,Bihar,Protein-rich gram flour drink
855,Falooda,Indian,"basil seeds, milk, sugar, vermicelli, ice cream",6,30,Medium,4.7,320,2,0,5,0,0,1,2,5,0,Vegetarian,Dessert,Mughlai,Layered milk dessert drink
856,Rose Falooda,Indian,"basil seeds, milk, rose syrup, vermicelli, kulfi",6,30,Medium,4.6,340,2,0,5,0,0,1,2,5,0,Vegetarian,Dessert,Mughlai,Rose-flavored falooda
857,Kulfi Falooda,Indian,"basil seeds, milk, sugar, vermicelli, kulfi, nuts",7,30,Medium,4.8,380,2,0,5,0,0,1,2,5,0,Vegetarian,Dessert,North India,Kulfi-topped falooda
858,Mango Falooda,Indian,"basil seeds, milk, mango, vermicelli, ice cream",6,30,Medium,4.5,350,2,0,5,0,0,1,3,5,0,Vegetarian,Dessert,Modern Indian,Mango-flavored falooda
859,Chocolate Falooda,Indian,"basil seeds, milk, chocolate, vermicelli, ice cream",6,30,Medium,4.4,400,2,0,5,0,0,1,2,5,0,Vegetarian,Dessert,Fusion,Chocolate falooda
860,Pista Falooda,Indian,"basil seeds, milk, pistachio, vermicelli, kulfi",6,30,Medium,4.6,370,2,0,4,0,0,1,2,5,0,Vegetarian,Dessert,Mughlai,Pistachio falooda
861,Kesar Falooda,Indian,"basil seeds, milk, saffron, vermicelli, kulfi",6,30,Medium,4.7,360,2,0,4,0,0,1,2,5,0,Vegetarian,Dessert,Mughlai,Saffron falooda
862,Malai Falooda,Indian,"basil seeds, cream, milk, vermicelli, kulfi",6,30,Medium,4.5,390,2,0,4,0,0,1,2,5,0,Vegetarian,Dessert,North India,Cream falooda
863,Dry Fruit Falooda,Indian,"basil seeds, milk, mixed nuts, vermicelli, kulfi",7,30,Medium,4.4,420,2,0,4,0,0,1,2,5,0,Vegetarian,Dessert,North India,Mixed nuts falooda
864,Coconut Falooda,Indian,"basil seeds, coconut milk, vermicelli, coconut ice cream",6,30,Medium,4.3,350,2,0,4,0,0,1,3,4,0,Vegetarian,Dessert,South India,Coconut falooda
865,Strawberry Falooda,Indian,"basil seeds, milk, strawberries, vermicelli, ice cream",6,30,Medium,4.2,330,2,0,5,1,0,1,4,4,0,Vegetarian,Dessert,Fusion,Strawberry falooda
866,Vanilla Falooda,Indian,"basil seeds, milk, vanilla, vermicelli, ice cream",6,30,Medium,4.1,320,2,0,4,0,0,1,2,4,0,Vegetarian,Dessert,Fusion,Vanilla falooda
867,Coffee Falooda,Indian,"basil seeds, milk, coffee, vermicelli, ice cream",6,30,Medium,4,340,2,0,3,0,0,1,2,4,0,Vegetarian,Dessert,Fusion,Coffee falooda
868,Tea Falooda,Indian,"basil seeds, milk, tea, vermicelli, ice cream",6,30,Medium,3.9,310,2,1,3,0,0,1,2,4,0,Vegetarian,Dessert,Fusion,Tea-flavored falooda
869,Cardamom Falooda,Indian,"basil seeds, milk, cardamom, vermicelli, kulfi",6,30,Medium,4.3,330,2,1,4,0,0,1,2,4,0,Vegetarian,Dessert,South India,Cardamom falooda
870,Cinnamon Falooda,Indian,"basil seeds, milk, cinnamon, vermicelli, ice cream",6,30,Medium,4.1,325,2,1,3,0,0,1,2,3,0,Vegetarian,Dessert,North India,Cinnamon spiced falooda
871,Nutmeg Falooda,Indian,"basil seeds, milk, nutmeg, vermicelli, kulfi",6,30,Medium,4,315,2,1,3,0,0,1,2,3,0,Vegetarian,Dessert,Mughlai,Nutmeg falooda
872,Clove Falooda,Indian,"basil seeds, milk, cloves, vermicelli, ice cream",6,30,Medium,3.8,305,2,2,3,0,0,1,2,3,0,Vegetarian,Dessert,North India,Clove-spiced falooda
873,Star Anise Falooda,Indian,"basil seeds, milk, star anise, vermicelli, kulfi",6,30,Medium,3.7,300,2,1,3,0,0,1,2,3,0,Vegetarian,Dessert,South India,Star anise falooda
874,Fennel Falooda,Indian,"basil seeds, milk, fennel, vermicelli, ice cream",6,30,Medium,3.9,320,2,1,3,0,0,1,3,3,0,Vegetarian,Dessert,North India,Fennel seed falooda
875,Black Pepper Falooda,Indian,"basil seeds, milk, black pepper, vermicelli, kulfi",6,30,Medium,3.6,295,2,3,2,0,0,1,2,3,0,Vegetarian,Dessert,Kerala,Spicy pepper falooda
876,Ginger Falooda,Indian,"basil seeds, milk, ginger, vermicelli, ice cream",6,30,Medium,3.8,310,2,3,2,0,0,1,3,3,0,Vegetarian,Dessert,North India,Ginger-spiced falooda
877,Turmeric Falooda,Indian,"basil seeds, milk, turmeric, vermicelli, kulfi",6,30,Medium,3.4,285,2,2,2,0,0,1,2,3,0,Vegetarian,Dessert,South India,Golden turmeric falooda
878,Mint Falooda,Indian,"basil seeds, milk, mint, vermicelli, ice cream",6,30,Medium,4.2,290,2,1,3,0,0,1,4,3,0,Vegetarian,Dessert,North India,Refreshing mint falooda
879,Basil Falooda,Indian,"basil seeds, milk, basil leaves, vermicelli, kulfi",6,30,Medium,3.8,285,2,1,2,0,0,1,4,3,0,Vegetarian,Dessert,Modern Indian,Basil-infused falooda
880,Lemongrass Falooda,Indian,"basil seeds, milk, lemongrass, vermicelli, ice cream",6,30,Medium,3.9,275,2,0,3,2,0,1,4,3,0,Vegetarian,Dessert,South India,Citrusy lemongrass falooda
881,Curry Leaf Falooda,Indian,"basil seeds, milk, curry leaves, vermicelli, kulfi",6,30,Medium,3.5,280,2,2,2,0,0,1,4,2,0,Vegetarian,Dessert,South India,Aromatic curry leaf falooda
882,Orange Blossom Falooda,Indian,"basil seeds, milk, orange blossom water, vermicelli, kulfi",6,30,Medium,4.1,315,2,0,4,1,0,1,3,4,0,Vegetarian,Dessert,Mughlai,Floral orange blossom falooda
883,Jasmine Falooda,Indian,"basil seeds, milk, jasmine essence, vermicelli, ice cream",6,30,Medium,4,305,2,0,3,0,0,1,3,4,0,Vegetarian,Dessert,South India,Fragrant jasmine falooda
884,Lavender Falooda,Indian,"basil seeds, milk, lavender, vermicelli, kulfi",6,30,Medium,3.7,295,2,0,3,0,0,1,3,3,0,Vegetarian,Dessert,Fusion,Calming lavender falooda
885,Chamomile Falooda,Indian,"basil seeds, milk, chamomile, vermicelli, ice cream",6,30,Medium,3.6,290,2,0,2,0,0,1,3,3,0,Vegetarian,Dessert,Fusion,Soothing chamomile falooda
886,Elderflower Falooda,Indian,"basil seeds, milk, elderflower, vermicelli, kulfi",6,30,Medium,3.8,300,2,0,3,0,0,1,3,3,0,Vegetarian,Dessert,Fusion,Delicate elderflower falooda
887,Hibiscus Falooda,Indian,"basil seeds, milk, hibiscus, vermicelli, ice cream",6,30,Medium,3.9,285,2,0,3,2,0,1,4,3,0,Vegetarian,Dessert,Modern Indian,Tart hibiscus falooda
888,Marigold Falooda,Indian,"basil seeds, milk, marigold petals, vermicelli, kulfi",6,30,Medium,3.5,280,2,0,2,0,0,1,3,3,0,Vegetarian,Dessert,Traditional Indian,Floral marigold falooda
889,Chrysanthemum Falooda,Indian,"basil seeds, milk, chrysanthemum, vermicelli, ice cream",6,30,Medium,3.4,275,2,0,2,0,0,1,3,2,0,Vegetarian,Dessert,East Asian-Indian,Mild chrysanthemum falooda
890,Lotus Falooda,Indian,"basil seeds, milk, lotus essence, vermicelli, kulfi",6,30,Medium,3.7,290,2,0,3,0,0,1,3,3,0,Vegetarian,Dessert,Traditional Indian,Sacred lotus falooda
891,Magnolia Falooda,Indian,"basil seeds, milk, magnolia essence, vermicelli, ice cream",6,30,Medium,3.6,285,2,0,2,0,0,1,3,3,0,Vegetarian,Dessert,Fusion,Delicate magnolia falooda
892,Peony Falooda,Indian,"basil seeds, milk, peony petals, vermicelli, kulfi",6,30,Medium,3.5,280,2,0,2,0,0,1,3,2,0,Vegetarian,Dessert,Fusion,Elegant peony falooda
893,Orchid Falooda,Indian,"basil seeds, milk, orchid essence, vermicelli, ice cream",6,30,Medium,3.8,295,2,0,3,0,0,1,3,3,0,Vegetarian,Dessert,Exotic,Exotic orchid falooda
894,Gardenia Falooda,Indian,"basil seeds, milk, gardenia essence, vermicelli, kulfi",6,30,Medium,3.7,290,2,0,3,0,0,1,3,3,0,Vegetarian,Dessert,Fusion,Fragrant gardenia falooda
895,Tuberose Falooda,Indian,"basil seeds, milk, tuberose essence, vermicelli, ice cream",6,30,Medium,3.9,300,2,0,3,0,0,1,3,4,0,Vegetarian,Dessert,Traditional Indian,Intensely fragrant tuberose falooda
896,Mogra Falooda,Indian,"basil seeds, milk, mogra essence, vermicelli, kulfi",6,30,Medium,4.1,305,2,0,3,0,0,1,3,4,0,Vegetarian,Dessert,Traditional Indian,Sweet mogra jasmine falooda
897,Chameli Falooda,Indian,"basil seeds, milk, chameli essence, vermicelli, ice cream",6,30,Medium,4,300,2,0,3,0,0,1,3,4,0,Vegetarian,Dessert,Traditional Indian,Aromatic chameli falooda
898,Rajnigandha Falooda,Indian,"basil seeds, milk, tuberose essence, vermicelli, kulfi",6,30,Medium,3.8,295,2,0,3,0,0,1,3,4,0,Vegetarian,Dessert,Traditional Indian,Night-blooming rajnigandha falooda
899,Harsingar Falooda,Indian,"basil seeds, milk, night jasmine, vermicelli, ice cream",6,30,Medium,3.7,290,2,0,2,0,0,1,3,3,0,Vegetarian,Dessert,Traditional Indian,Delicate harsingar falooda
900,Parijat Falooda,Indian,"basil seeds, milk, parijat essence, vermicelli, kulfi",6,30,Medium,3.6,285,2,0,2,0,0,1,3,3,0,Vegetarian,Dessert,Traditional Indian,Divine parijat falooda
901,Kewda Falooda,Indian,"basil seeds, milk, kewda water, vermicelli, ice cream",6,30,Medium,4.2,310,2,0,3,0,0,1,3,4,0,Vegetarian,Dessert,Mughlai,Fragrant kewda falooda
